Africa	Afrika
Frédéric Chopin	Frédéric Chopin
Neneuhcāyōtl:Índice de categorías	Kategorie:!Hauptkategorie
Gent	Gent
Chicago	Chicago
The Beatles	The Beatles
Maastricht	Maastricht
Cehuetzilizpan	Winter
Xōxōpan	Frühling
Xōpantlah	Sommer
Pixcayān	Herbst
Caxtillāntlahtōlli	Spanische Sprache
Montevideo	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Opera	Oper
Calcuta	Kalkutta
Daca	Dhaka
Tocatl	Webspinnen
Islamabad	Islamabad
Virginia	Virginia
Virginia Tlāpcopa	West Virginia
Yancuīc York	New York (Bundesstaat)
Rhode Island	Rhode Island
Yolcatzin	Insekten
Maryland	Maryland
Delaware	Delaware
Ohio	Ohio
Pennsylvania	Pennsylvania
Uetersen	Uetersen
Augustus	Augustus
Yancuīc Jersey	New Jersey
Fintlahtōlli	Finnische Sprache
Indiana	Indiana
Nokia	Nokia
Tepozmalacatl	Automobil
Georgia (Tlacetilīlli Tlahtohcāyōtl)	Georgia
Zagreb	Zagreb
Texas	Texas
Genova	Genua
Carolina Mictlāmpa	North Carolina
Carolina Huitztlāmpa	South Carolina
Calabria	Kalabrien
Sicilia	Autonome Region Sizilien
Manillah	Manila
Sardegna	Sardinien
Feltre	Feltre
Buenos Aires	Buenos Aires
Āltepētl Mēxihco	Mexiko-Stadt
Tōquiō	Präfektur Tokio
La Paz, Bolivia	La Paz
Barcelona	Barcelona
Matzahtli	Ananas
Mississippi	Mississippi (Staat)
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Astana	Astana
Yancuīc Mēxihco	New Mexico
Atēna	Athen
Minnesota	Minnesota
Bagdād	Bagdad
Caracas	Caracas
Tlatēcpānalli cemānāhuaccāhuitl	Koordinierte Weltzeit
Wisconsin	Wisconsin
Cyndi Lauper	Cyndi Lauper
Iowa	Iowa
Nebraska	Nebraska
Āltepētl Cuauhtēmallān	Guatemala-Stadt
Kansas	Kansas
La Ahuana	Havanna
Inditlahtōlli	Hindi
Maratitlahtōlli	Marathi
Missouri	Missouri
Louisiana	Louisiana
Kentucky	Kentucky
Arkansas	Arkansas
Urdutlahtōlli	Urdu
Oklahoma	Oklahoma
Danubio	Donau
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Saarbrücken	Saarbrücken
Munich	München
Erfurt	Erfurt
Dresden	Dresden
Magdeburg	Magdeburg
Innsbruck	Innsbruck
Viena	Wien
Madonna	Madonna (Künstlerin)
Copenague	Kopenhagen
Estocolmo	Stockholm
Helsinqui	Helsinki
Dublin	Dublin
Reikiavik	Reykjavík
Tallin	Tallinn
Rīga	Riga
Bratislava	Bratislava
Budapest	Budapest
Gdansk	Danzig
Frankfurt in Main	Frankfurt am Main
Wroclaw	Breslau
Cemānāuhtic Quixtianayōtl	Katholizismus
Vaduz	Vaduz
Teōāmoxtli	Bibel
Āltepētl San Marino	Stadt San Marino
Nom Pen	Phnom Penh
Āltepētl Ho Chi Minh	Ho-Chi-Minh-Stadt
Hanoi	Hanoi
Jesús Nelli Iglesia	Wahre Jesus-Kirche
Inglatlahtōlli	Englische Sprache
Andorra in Huehcāuh	Andorra la Vella
Dong Hoi	Đồng Hới
Concepción, Chile	Concepción (Chile)
Bologna	Bologna
Cagliari	Cagliari
Kiev	Kiew
Ontario	Ontario
Ottawa	Ottawa
Huēyitzitzimicītlalli īmētz	Liste der Jupitermonde
Yuba	Juba (Stadt)
Manitoba	Manitoba
Alberta	Alberta
Yancuīc Escocia	Nova Scotia
Erevan	Jerewan
Końskowola	Końskowola
Formula 1	Formel 1
Tzitzimicītlalli īmētz	Liste der Saturnmonde
British Columbia	British Columbia
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
2013	2013
2014	2014
2015	2015
2008	2008
Yukon	Yukon (Territorium)
2004	2004
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Verona	Verona
1900	1900
1901	1901
1902	1902
Florencia	Florenz
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Nürnberg
1999	1999
1917	1917
1918	1918
Tlacualli	Lebensmittel
Cōātl	Schlangen
Onohuayān Arica īhuān Parinacota	Región de Arica y Parinacota
Onohuayān Antofagasta	Región de Antofagasta
Onohuayān Atacama	Región de Atacama
Onohuayān Coquimbo	Región de Coquimbo
Winnipeg	Winnipeg
Tlāloccītlalli īmētz	Liste der Neptunmonde
Āltepētl Quebec	Québec (Stadt)
1 ic cē mētztli	1. Januar
2 ic cē mētztli	2. Januar
Ilhuicateōcītlalli īmētz	Liste der Uranusmonde
1920	1920
3 ic cē mētztli	3. Januar
1919	1919
1921	1921
1922	1922
Onohuayān Maule	Región del Maule
4 ic cē mētztli	4. Januar
1923	1923
Onohuayān Biobío	Región del Bío-Bío
1924	1924
Onohuayān La Araucanía	Región de la Araucanía
Onohuayān Los Ríos	Región de Los Ríos
Onohuayān Los Lagos	Región de los Lagos
5 ic cē mētztli	5. Januar
Arica	Arica
UTC-7	UTC−7
6 ic cē mētztli	6. Januar
7 ic cē mētztli	7. Januar
8 ic cē mētztli	8. Januar
9 ic cē mētztli	9. Januar
10 ic cē mētztli	10. Januar
11 ic cē mētztli	11. Januar
12 ic cē mētztli	12. Januar
13 ic cē mētztli	13. Januar
14 ic cē mētztli	14. Januar
15 ic cē mētztli	15. Januar
16 ic cē mētztli	16. Januar
17 ic cē mētztli	17. Januar
18 ic cē mētztli	18. Januar
19 ic cē mētztli	19. Januar
20 ic cē mētztli	20. Januar
21 ic cē mētztli	21. Januar
22 ic cē mētztli	22. Januar
23 ic cē mētztli	23. Januar
Roma Emperadoryōtl	Römische Kaiserzeit
24 ic cē mētztli	24. Januar
25 ic cē mētztli	25. Januar
Minsk	Minsk
26 ic cē mētztli	26. Januar
27 ic cē mētztli	27. Januar
28 ic cē mētztli	28. Januar
29 ic cē mētztli	29. Januar
30 ic cē mētztli	30. Januar
31 ic cē mētztli	31. Januar
2 Tlamahtlācōnti	2. Dezember
1 Tlamahtlācōnti	1. Dezember
Tlamahtlācōnti 3	3. Dezember
Tlamahtlācōnti 7	7. Dezember
Tlamahtlācōnti 5	5. Dezember
Tlamahtlācōnti 8	8. Dezember
Tlamahtlācōnti 10	10. Dezember
Tlamahtlācōnti 6	6. Dezember
Tlamahtlācōnti 9	9. Dezember
Pink Floyd	Pink Floyd
AvtoVAZ	AwtoWAS
Tlamahtlācōnti 4	4. Dezember
1 Tlaōnti	1. Februar
2 Tlaōnti	2. Februar
3 Tlaōnti	3. Februar
Kurów	Kurów
Tlaōnti 4	4. Februar
Tlaōnti 5	5. Februar
Tlaōnti 6	6. Februar
Tlaōnti 7	7. Februar
Tlaōnti 8	8. Februar
Tlaōnti 9	9. Februar
10 Tlaōnti	10. Februar
14 Tlaōnti	14. Februar
13 Tlaōnti	13. Februar
15 Tlaōnti	15. Februar
11 Tlaōnti	11. Februar
12 Tlaōnti	12. Februar
19 Tlaōnti	19. Februar
17 Tlaōnti	17. Februar
16 Tlaōnti	16. Februar
18 Tlaōnti	18. Februar
Tlaōnti 20	20. Februar
21 Tlaōnti	21. Februar
Tlaōnti 22	22. Februar
Tlaōnti 23	23. Februar
24 tlaōnti	24. Februar
25 tlaōnti	25. Februar
Tlaōnti 26	26. Februar
27	27
Tlaōnti 27	27. Februar
Tlaōnti 28	28. Februar
Tlamahtlācōnti 11	11. Dezember
Tlaōnti 29	29. Februar
Tlamahtlācōnti 12	12. Dezember
Tlamahtlācōnti 13	13. Dezember
Tlamahtlācōnti 14	14. Dezember
Tlamahtlācōnti 15	15. Dezember
Tlayēti 2	2. März
Tlayēti 3	3. März
Tlayēti 5	5. März
Tlayēti 1	1. März
Tlayēti 7	7. März
Tlayēti 8	8. März
Tlayēti 4	4. März
Tlayēti 10	10. März
11 tlayēti	11. März
Tlayēti 6	6. März
Tlayēti 13	13. März
Tlayēti 9	9. März
12 tlayēti	12. März
Tlayēti 15	15. März
Tlayēti 14	14. März
Tlamahtlācōnti 16	16. Dezember
Tlamahtlācōnti 17	17. Dezember
Tlayēti 16	16. März
Tlayēti 17	17. März
Tlayēti 18	18. März
Tlayēti 19	19. März
1989	1989
1988	1988
Tlayēti 20	20. März
1987	1987
1986	1986
1985	1985
1984	1984
Tlayēti 21	21. März
1983	1983
Tlayēti 22	22. März
1982	1982
1981	1981
Tlamahtlācōnti 18	18. Dezember
1980	1980
Tlayēti 23	23. März
19 tlamahtlācōnti	19. Dezember
Tlayēti 24	24. März
Tlayēti 25	25. März
Tlamahtlācōnti 20	20. Dezember
Tlayēti 26	26. März
Tlayēti 27	27. März
Tlayēti 28	28. März
Tlayēti 29	29. März
Tlayēti 30	30. März
Tlayēti 31	31. März
Nassau	Nassau (Bahamas)
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Benedictus XVI	Benedikt XVI.
Ludwig Erhard	Ludwig Erhard
15 Tlanāuhti	15. April
Tlanāuhti 13	13. April
Tlanāuhti 12	12. April
Tlanāuhti 14	14. April
Tlanāuhti 11	11. April
Tlanāuhti 10	10. April
Tlanāuhti 8	8. April
Tlanāuhti 9	9. April
7 tlanāuhti	7. April
Tlanāuhti 6	6. April
Tlanāuhti 5	5. April
Tlanāuhti 4	4. April
Tlanāuhti 3	3. April
Tlanāuhti 1	1. April
Tlanāuhti 2	2. April
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
Tlanāuhti 16	16. April
Tlanāuhti 17	17. April
Tlanāuhti 18	18. April
Tlanāuhti 19	19. April
20 Tlanāuhti	20. April
Tlanāuhti 21	21. April
22 Tlanāuhti	22. April
Tlanāuhti 23	23. April
Tlanāuhti 24	24. April
Gerhard Schröder	Gerhard Schröder
Tlanāuhti 25	25. April
Tlanāuhti 26	26. April
Tlanāuhti 27	27. April
Tlanāuhti 28	28. April
Tlanāuhti 29	29. April
Tlanāuhti 30	30. April
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Tlamācuīlti 1	1. Mai
Tlamācuīlti 2	2. Mai
Tlamācuīlti 3	3. Mai
Tlamācuīlti 4	4. Mai
Tlamācuīlti 5	5. Mai
Johannes Rau	Johannes Rau
Tlamācuīlti 6	6. Mai
Tlamācuīlti 7	7. Mai
Tlamācuīlti 8	8. Mai
Tlamācuīlti 9	9. Mai
Tlamācuīlti 10	10. Mai
Tlamācuīlti 11	11. Mai
Tlamācuīlti 12	12. Mai
Tlamācuīlti 13	13. Mai
Tlamācuīlti 14	14. Mai
Tlamācuīlti 15	15. Mai
Tlamācuīlti 16	16. Mai
Tlamācuīlti 17	17. Mai
Tlamācuīlti 18	18. Mai
Tlamācuīlti 19	19. Mai
Tlamācuīlti 20	20. Mai
Tlamācuīlti 21	21. Mai
Tlamācuīlti 22	22. Mai
Tlamācuīlti 23	23. Mai
Tlamācuīlti 24	24. Mai
Tlamācuīlti 25	25. Mai
Tlamācuīlti 26	26. Mai
Tlamācuīlti 27	27. Mai
Tlamācuīlti 28	28. Mai
Tlamācuīlti 29	29. Mai
Tlamācuīlti 30	30. Mai
Tlamācuīlti 31	31. Mai
Paul McCartney	Paul McCartney
Tlamahtlācōnti 21	21. Dezember
Erich Honecker	Erich Honecker
Tlachicuazti 14	14. Juni
Tlachicuazti 15	15. Juni
Tlachicuazti 13	13. Juni
Tlachicuazti 10	10. Juni
7 Tlachicuazti	7. Juni
Tlachicuazti 11	11. Juni
9 Tlachicuazti	9. Juni
Tlachicuazti 12	12. Juni
6 Tlachicuazti	6. Juni
8 Tlachicuazti	8. Juni
5 Tlachicuazti	5. Juni
3 Tlachicuazti	3. Juni
2 Tlachicuazti	2. Juni
1 Tlachicuazti	1. Juni
4 Tlachicuazti	4. Juni
Ringo Starr	Ringo Starr
Napoli	Neapel
Tlamahtlācōnti 22	22. Dezember
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
