Africa	Afrika
Croatia	Kroatien
Bosnia et Herzegovina	Bosnien und Herzegowina
Nuuk	Nuuk
Atropatene (res publica)	Aserbaidschan
Andorra	Andorra
Cyprus	Republik Zypern
Georgia	Georgien
Wallonia	Wallonische Region
Kazachstania	Kasachstan
Melita (res publica)	Malta
Flandria	Flandern
Principatus Monoeci	Monaco
Mons Niger	Montenegro
Civitas Vaticana	Vatikanstadt
Res publica Sancti Marini	San Marino
Bruxellae	Stadt Brüssel
Regio Bruxellana	Region Brüssel-Hauptstadt
Cuba	Kuba
Beliza	Belize
Turris Eiffelia	Eiffelturm
Barbata	Barbados
Volkswagen	Volkswagen
Claviatura	Tastatur
Java (lingua programmandi)	Java (Programmiersprache)
Indonesia	Indonesien
Wolfgangus Amadeus Mozart	Wolfgang Amadeus Mozart
Ludovicus van Beethoven	Ludwig van Beethoven
Lingua Turcica	Türkische Sprache
Africa Australis	Südafrika
Ioannes Franciscus Champollio	Jean-François Champollion
Linkin Park	Linkin Park
Algerium	Algerien
Vicifons	Wikisource
Huracanum Sandy	Hurrikan Sandy
Uzbecia	Usbekistan
Posnania	Posen
Lithopolis (Uzbecia)	Taschkent
Varsovia	Warschau
Ila insula	Islay
Cantus Eurovisionis Certamen	Eurovision Song Contest
Mutina	Modena
Vischium	Whisky
Vinum	Wein
Aqua	Wasser
Condate (Carantonus)	Cognac
Lignum	Holz
Turones	Tours
Televisio	Fernsehen
Pornographia	Pornografie
Lingua Islandica	Isländische Sprache
Claudius Monet	Claude Monet
Didacus Velázquez	Diego Rodríguez de Silva y Velázquez
Chilia	Chile
El Greco	El Greco
Iesus	Jesus Christus
Elvis Presley	Elvis Presley
Sebastianus Piñera	Sebastián Piñera
Galilaeus Galilaei	Galileo Galilei
Mercurius (planeta)	Merkur (Planet)
Historia	Geschichte
Coemeterium Père Lachaise	Père Lachaise
Apple Inc.	Apple
Venus (planeta)	Venus (Planet)
Lingua	Sprache
Amor	Liebe
Dictatura	Diktatur
Galaxias	Galaxie
Iuppiter (planeta)	Jupiter (Planet)
Michaela Bachelet	Michelle Bachelet
Via lactea	Milchstraße
Immanis diruptio	Urknall
Uranus (planeta)	Uranus (Planet)
Eduardus Frei Ruiz-Tagle	Eduardo Frei Ruiz-Tagle
Vicipaedia Anglica	Englischsprachige Wikipedia
Nicolaus Sarkozy	Nicolas Sarkozy
Ricardus Lagos	Ricardo Lagos
Neptunus (planeta)	Neptun (Planet)
Astronomia	Astronomie
Singapura	Singapur
Patricius Aylwin	Patricio Aylwin
Scientia (ratio)	Wissenschaft
Pluto (planetula)	Pluto
Mons Regius	Montreal
Libera programmatura	Freie Software
Coriosopitum	Quimper
Flexia	La Flèche
Tempus futurum	Zukunft
Maria (mater Iesu)	Maria (Mutter Jesu)
Ludovicus IX (rex Francorum)	Ludwig IX. (Frankreich)
Lichtenstenum	Liechtenstein
Ars athletica	Sport
Cantabrigia	Cambridge
Adolphus Hitler	Adolf Hitler
Facebook	Facebook
Wikileaks	WikiLeaks
Iulianus Assange	Julian Assange
Primum bellum mundanum	Erster Weltkrieg
Secundum bellum mundanum	Zweiter Weltkrieg
Colonia Agrippina	Köln
Corruptio	Korruption
Vicilibri	Wikibooks
Augustus Pinochet	Augusto Pinochet
Vicicitatio	Wikiquote
Vodca	Wodka
Horologium	Uhr
Ubuntu (systema internum)	Ubuntu
Scupi	Skopje
Civitas Gdinensis	Gdynia
Linux	Linux
Robertus Dylan	Bob Dylan
Stettinum	Stettin
Mathematica	Mathematik
U2	U2 (Band)
Lingua Latina	Latein
Baharina	Bahrain
Armenia	Armenien
Wenevera Jameson	Jenna Jameson
Scriptura cuneiformis	Keilschrift
Serbia	Serbien
Luna	Mond
Constantinopolis	Istanbul
Australia	Australien
Robertus Marley	Bob Marley
Carolus Sagan	Carl Sagan
Nomisma Quadrangulum a Pioneer	Pioneer-Plakette
Physica	Physik
Argentina	Argentinien
Silbus Gomerensis	El Silbo
Telecommunicatio	Telekommunikation
Peruvia	Peru
Biologia	Biologie
Res volans ignota	UFO
Respublica Popularis Democratica Coreana	Nordkorea
Cambosia	Kambodscha
Iura animalium	Tierrechte
Zona Kuiperi	Kuipergürtel
Alcoranus	Koran
Dinosauria	Dinosaurier
Zoologia	Zoologie
Religio Islamica	Islam
Pyrus	Birnen
Bibliotheca Alexandrina	Bibliothek von Alexandria
Aemona	Ljubljana
Salvator Allende	Salvador Allende
Botanice	Botanik
Naturalis historia (Plinius)	Naturalis historia
Ich bin ein Berliner	Ich bin ein Berliner
Lechus Wałęsa	Lech Wałęsa
Rota	Rad
Encyclopédie	Encyclopédie ou Dictionnaire raisonné des sciences, des arts et des métiers
Dionysius Diderotus	Denis Diderot
Georgius Brassens	Georges Brassens
Mens	Geist
Pax	Frieden
Encyclopaedia Britannica	Encyclopædia Britannica
Lugdunum	Lyon
Pinciacum	Poissy
Unio Europaea	Europäische Union
Philippopolis	Plowdiw
Internet Archive	Internet Archive
Star Wars	Star Wars
Rhodanus et Alpes	Rhône-Alpes
Tela totius terrae	World Wide Web
Mulier	Frau
Memex	Memex
Serdica	Sofia
Aquae ductus	Aquädukt
Eduardus Frei Montalva	Eduardo Frei Montalva
Ñ	Ñ
Dervalum	Derval
Dominus Quixotus a Manica	Don Quijote
Poësis	Poesie
Virus informaticum	Computervirus
Mediolanum	Mailand
Memoria	Gedächtnis
Arthurus Rimbaud	Arthur Rimbaud
Augusta Taurinorum	Turin
Faeces	Kot
Anus (anatomia)	Anus
Axilla	Achsel
Limon	Zitrone
Carolus Baudelaire	Charles Baudelaire
Stendhal	Stendhal
Aemilius Zola	Émile Zola
666	666
Flos	Blüte
Googol	Googol
Googolplex	Googolplex
Fossa Mariana	Marianengraben
Vladimirus Vysockij	Wladimir Semjonowitsch Wyssozki
Everestius mons	Mount Everest
Anatomia	Anatomie
Urbs	Stadt
Napoleo I (imperator Franciae)	Napoleon Bonaparte
Olympus mons (Mars)	Olympus Mons
Physiologia	Physiologie
Stella	Stern
Vesuvius	Vesuv
Sol	Sonne
Caelum	Himmel (planetär)
Ludovicus Pasteur	Louis Pasteur
Annus luce mensus	Lichtjahr
Oppidulum	Dorf
Victor Hugo	Victor Hugo
Oceania	Ozeanien
Iosephus Garibaldi	Giuseppe Garibaldi
Urbs Vetus	Orvieto
Ludus gymnicus campestris	Leichtathletik
Censura	Zensur (Informationskontrolle)
Systema solare	Sonnensystem
Balticum mare	Ostsee
Tergeste	Triest
Vistula	Weichsel
Campi Elysii (via)	Avenue des Champs-Élysées
Viadrus	Oder
Dens	Zahn
Hydrogenium	Wasserstoff
Helium	Helium
Infernus	Hölle
Vicimedia Communia	Wikimedia Commons
Angela Merkel	Angela Merkel
Lithium	Lithium
Beryllium	Beryllium
Megaphonum	Lautsprecher
Liber	Buch
Dies	Tag
Timoria Orientalis	Osttimor
Nox	Nacht
Georgius Alessandri Rodríguez	Jorge Alessandri
Annus	Jahr
Saeculum	Jahrhundert
Carolus Ibáñez del Campo	Carlos Ibáñez del Campo
Lodzia	Łódź
Canegratum	Canegrate
Rupes Alba	Mont Blanc
Rhenus	Rhein
Asloa	Oslo
Bonna	Bonn
Sollemnitas Omnium Sanctorum	Allerheiligen
Katovicum	Katowice
Gurges ater	Schwarzes Loch
Ludovicus Camonius	Luís de Camões
Ceres (planetula)	(1) Ceres
Olisipo	Lissabon
Resovia	Rzeszów
Ichiro Suzuki	Ichirō Suzuki (Baseballspieler)
Haumea (planetula)	(136108) Haumea
Rhodanus	Rhone
Makemake (planetula)	(136472) Makemake
Michael Bloomberg	Michael Bloomberg
Actus sexuales	Sex
Iona (Ebudes)	Iona (Schottland)
Eris (planetula)	(136199) Eris
Dubai	Dubai (Emirat)
Leonillus Messi	Lionel Messi
Patavium	Padua
Borium	Bor
Nicolaus Copernicus	Nikolaus Kopernikus
Versaliae	Versailles
Ludoviciburgum	Ludwigsburg
Carbonium	Kohlenstoff
Alexander Del Piero	Alessandro Del Piero
Rha	Wolga
Nitrogenium	Stickstoff
Bergomum	Bergamo
Oxygenium	Sauerstoff
FC Internazionale Milano	Inter Mailand
Ioannes Moulin	Jean Moulin
Neil Young	Neil Young
Planeta	Planet
Cleopatra VII (regina Aegypti)	Kleopatra VII.
Musica	Musik
Venetiae	Venedig
Naruto	Naruto (Manga)
Padus	Po (Fluss)
Neva	Newa
Thermometrum	Thermometer
Condate Redonum	Rennes
Insula (Francia)	Lille
Moscua	Moskau
Fluor	Fluor
Lingua Italiana	Italienische Sprache
Neon	Neon
Chihuahua	Chihuahua (Bundesstaat)
Petropolis	Sankt Petersburg
Tzadia	Tschad
Natrium	Natrium
Septentrio (plaga)	Norden
Magnesium	Magnesium
Neon Genesis Evangelion	Neon Genesis Evangelion
Aluminium	Aluminium
Nova Zelandia	Neuseeland
Meridies	Süden
India	Indien
Silicium	Silicium
Francium	Francium
Tuvalu	Tuvalu
One Piece	One Piece
Phosphorus	Phosphor
Andreas Maria Ampère	André-Marie Ampère
Prosa	Prosa
Ferrum	Eisen
Tonga	Tonga
Occidens	Westen
Alexander Volta	Alessandro Volta
Sulphur	Schwefel
Samoa	Samoa
Oriens	Osten
Insulae Salomonis	Salomonen
Vanuatu	Vanuatu
Molière	Molière
Chlorum	Chlor
Delphi (urbs Bataviae)	Delft
Papua Nova Guinea	Papua-Neuguinea
Gulielmus Shakesperius	William Shakespeare
Fabula	Fabel
Hollandia Australis	Provinz Südholland
Belavia	Palau
Argon	Argon
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Hollandia Septentrionalis	Provinz Nordholland
Civitates Foederatae Micronesiae	Föderierte Staaten von Mikronesien
Kalium	Kalium
Zelandia	Provinz Zeeland
Calcium	Calcium
Flevolandia	Provinz Flevoland
Plumbum	Blei
Insulae Marsalienses	Marshallinseln
Kiribati	Kiribati
Mongolia	Mongolei
Viti	Fidschi
Scandium	Scandium
Stevie Wonder	Stevie Wonder
Hailprunna	Heilbronn
Titanium	Titan (Element)
Venetiola	Venezuela
Scacci	Schach
Saginava	Saginaw (Michigan)
Cingischam	Dschingis Khan
Vanadium	Vanadium
Cenomannica	Maine
Chromium	Chrom
Equus caballus	Hauspferd
Amstelodamum	Amsterdam
Arma	Waffe
Animalia	Tier
Surinamia	Suriname
Manganum	Mangan
Paraquaria	Paraguay
Guiana	Guyana
Ars	Kunst
Aequatoria	Ecuador
Rhenium	Rhenium
Columbia	Kolumbien
Cobaltum	Cobalt
Ioannes Racine	Jean Racine
Wolframium	Wolfram
Niccolum	Nickel
Fragaria	Erdbeeren
Petrus Corneille	Pierre Corneille
Buddhismus	Buddhismus
Groninga (urbs)	Groningen
Bolivia	Bolivien
Osmium	Osmium
Groninga (provincia)	Provinz Groningen
Cuprum	Kupfer
Trinitas et Tabacum	Trinidad und Tobago
Plantae	Pflanzen
Sanctus Vincentius et Granatinae	St. Vincent und die Grenadinen
Zincum	Zink
Nova Hantonia	New Hampshire
Sancta Lucia (civitas)	St. Lucia
Leonardus Vincius	Leonardo da Vinci
Sanctus Christophorus et Nives	St. Kitts und Nevis
Fungi	Pilze
Darius Fo	Dario Fo
Iamaica	Jamaika
Stephanus Mallarmé	Stéphane Mallarmé
Fanum Sancti Petri Brattiae	Supetar
Granata (civitas Caribica)	Grenada
Frisia (provincia)	Provinz Friesland
Massachusetta	Massachusetts
Drenthia	Provinz Drente
Transisalania	Provinz Overijssel
Guatimalia	Guatemala
Geldria	Provinz Gelderland
Traiectum ad Rhenum (provincia)	Provinz Utrecht
Insulae Bahamenses	Bahamas
Connecticuta	Connecticut
Gallus	Haushuhn
Antiqua et Barbuda	Antigua und Barbuda
Havaii (civitas)	Hawaii
Honduria	Honduras
Dominica (civitas)	Dominica
Caesarea Insula	Jersey
Respublica Dominicana	Dominikanische Republik
Porcus	Hausschwein
Oceanus Arcticus	Arktischer Ozean
Haiti	Haiti
Taumata­whakatangihanga­koauau­o­tamatea­turi­pukakapiki­maunga­horo­nuku­pokai­whenua­kitanatahu	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu
Salvatoria	El Salvador
Svolla	Zwolle
Irania	Iran
Stupiditas	Dummheit
Iracum	Irak
Alasca	Alaska
Assen	Assen
Sapientia	Weisheit
Costarica	Costa Rica
Israël	Israel
Traiectum ad Rhenum	Utrecht
Panama	Panama
Iemenia	Jemen
Lausanna	Lausanne
Virus biologicum	Viren
Lingua Polonica	Polnische Sprache
Iordania	Jordanien
Nicaragua	Nicaragua
Florida	Florida
Chirgisia	Kirgisistan
Gabriel González Videla	Gabriel González Videla
Arizona	Arizona
Cuvaitum	Kuwait
Laotia	Laos
Ioannes Antonius Ríos Morales	Juan Antonio Ríos Morales
Libanus	Libanon
Oregonia	Oregon
Insulae Maldivae	Malediven
America	Amerika
Uta	Utah
Bos taurus	Hausrind
Malaesia	Malaysia
Valesia	Kanton Wallis
Michael Bulgakov	Michail Afanassjewitsch Bulgakow
Birmania	Myanmar
Nepalia	Nepal
Omania	Oman
Pakistania	Pakistan
Iacobus Bond	James Bond
Petrus Aguirre Cerda	Pedro Aguirre Cerda
Quataria	Katar
Teniludus	Tennis
Arturus Alessandri	Arturo Alessandri
Franciscus Villon	François Villon
Arabia Saudiana	Saudi-Arabien
Andreas Tarkovskij	Andrei Arsenjewitsch Tarkowski
Taprobane	Sri Lanka
Iosephus Stalin	Josef Stalin
Ioannes Ludovicus Sanfuentes	Juan Luis Sanfuentes
Syria	Syrien
Plato	Platon
Gallium	Gallium
Iosephus Brodskij	Joseph Brodsky
Tadzikistania	Tadschikistan
Pokémon	Pokémon
Res publica Sinarum	Republik China (Taiwan)
YouTube	YouTube
Germanium	Germanium
Aristoteles	Aristoteles
Thailandia	Thailand
Tramen	Zug (Eisenbahn)
Arsenicum	Arsen
Radiophonia	Hörfunk
Maria Ludovica Streep	Meryl Streep
Turcomannia	Turkmenistan
Selenium	Selen
Iridium	Iridium
Phylarchiarum Arabicarum Confoederatio	Vereinigte Arabische Emirate
Bromum	Brom
Platinum	Platin
Vietnamia	Vietnam
Carolus Chaplin	Charlie Chaplin
Novosibirscum	Nowosibirsk
Respublica Coreana	Südkorea
Iosephus Piłsudski	Józef Piłsudski
The Simpsons	Die Simpsons
Catharinopolis	Jekaterinburg
Krypton	Krypton
Afgania	Afghanistan
Gangnam Style	Gangnam Style
Novogardia Inferior	Nischni Nowgorod
Iohannes Raginualdus Raguel Tolkien	J. R. R. Tolkien
Limonata	Limonade
Samara (Russia)	Samara
Rubidium	Rubidium
Aurum	Gold
Omium	Omsk
Canalis Suesiensis	Sueskanal
Casanum	Kasan
Bangladesha	Bangladesch
Bleach (manga)	Bleach (Manga)
Franciscus Kafka	Franz Kafka
Celiabinsca	Tscheljabinsk
Rostovia ad Tanaim	Rostow am Don
Georgius Ludovicus Borges	Jorge Luis Borges
Ufa	Ufa (Stadt)
Malium	Mali
Socrates	Sokrates
Volgogradum	Wolgograd
Angolia	Angola
Permia	Perm (Stadt)
Butania	Bhutan
Twitter	Twitter
Crasnoiarium	Krasnojarsk
Bruneium	Brunei
Bretia	Brač
Tanzania	Tansania
Hydrargyrum	Quecksilber
Rodoaldus Amundsen	Roald Amundsen
Henricus Mulisch	Harry Mulisch
Philippinae	Philippinen
Respublica Africae Mediae	Zentralafrikanische Republik
Thallium	Thallium
Polus Australis	Südpol
Polus arcticus	Nordpol
Isaacus Newtonus	Isaac Newton
Albertus Einstein	Albert Einstein
Strontium	Strontium
Petrus I (imperator Brasiliae)	Peter I. (Brasilien)
Yttrium	Yttrium
Bisemutum	Bismut
Gilvus	Gelb
Mechanica quantica	Quantenmechanik
Togum	Togo
Donaldus Tusk	Donald Tusk
Tunesia	Tunesien
Ioannes Bardeen	John Bardeen
Regiolum	Reggiolo
Zambia	Sambia
Zimbabua	Simbabwe
Pechinum	Peking
Sudania Australis	Südsudan
Vladivostokium	Wladiwostok
Tuva	Tuwa
Beninum	Benin
Botswana	Botswana
Vicinuntii	Wikinews
Burkina Faso	Burkina Faso
Burundia	Burundi
Varburgum Vestphalorum	Warburg
Insulae Comorianae	Komoren
Respublica Congensis	Republik Kongo
Obius	Ob
Res publica democratica Congensis	Demokratische Republik Kongo
Sanctus Antonius (Texia)	San Antonio
Tomium (urbs)	Tomsk
Gibutum	Dschibuti
Memum	Mem
Polonium	Polonium
Bavaria	Bayern
Guinea Aequinoctialis	Äquatorialguinea
Badenia-Virtembergia	Baden-Württemberg
Erythraea	Eritrea
Dellium Novum	Neu-Delhi
Ioannes Paulus II	Johannes Paul II.
Theodorus Dostoevskij	Fjodor Michailowitsch Dostojewski
Camtschatca	Kamtschatka
Tiphlis	Tiflis
Andreas Sacharov	Andrei Dmitrijewitsch Sacharow
Infantulus	Säugling
Astatinum	Astat
Gabon	Gabun
Mahatma Gandhi	Mohandas Karamchand Gandhi
Narratio picta	Comic
Gambia	Gambia
Guinea	Guinea
Guinea Bissaviensis	Guinea-Bissau
Litus Eburneum	Elfenbeinküste
Cameronia	Kamerun
Marburgum (Slovenia)	Maribor
Res publica Capitis Viridis	Kap Verde
Celeia	Celje
Lesothum	Lesotho
Liberia	Liberia
Iustinopolis	Koper
Libya	Libyen
Aquisgranum	Aachen
Goritia Nova	Nova Gorica
Madagascaria	Madagaskar
Malavium	Malawi
Carnioburgum	Kranj
Stutgardia	Stuttgart
Mauritania	Mauretanien
Poloni	Polen (Ethnie)
Mauritia	Mauritius
Marocum	Marokko
Mozambicum	Mosambik
Namibia	Namibia
Franciscus Preseren	France Prešeren
Res publica Nigritana	Niger
Nigeria	Nigeria
Belna (Helvetia)	Biel/Bienne
Carolus Darwinius	Charles Darwin
Uganda	Uganda
Ruanda	Ruanda
Zirconium	Zirconium
Insulae Sancti Thomae et Principis	São Tomé und Príncipe
Carolsruha	Karlsruhe
Senegalia	Senegal
Insulae Seisellenses	Seychellen
Carolus Linnaeus	Carl von Linné
Mons Leoninus	Sierra Leone
Somalia	Somalia
Niobium	Niob
Jawaharlal Nehru	Jawaharlal Nehru
Gaius Iulius Caesar	Gaius Iulius Caesar
Sudania	Sudan
Swazia	Swasiland
Caelestis arcus	Regenbogen
Molybdenum	Molybdän
Technetium	Technetium
Hamburgum	Hamburg
Italus Balbo	Italo Balbo
Metabolismus	Stoffwechsel
Narendra Modi	Narendra Modi
Systema immunitatis	Immunsystem
Guzarata	Gujarat
Andiatrocus Lacus	Ontariosee
Evolutio	Evolution
Alexander Manzoni	Alessandro Manzoni
Nationes Unitae	Vereinte Nationen
Lacus Superior	Oberer See
Dantes Alagherius	Dante Alighieri
Hamburg-Wilhelmsburg	Hamburg-Wilhelmsburg
Geologia	Geologie
Amedebatum	Ahmedabad
Geographia	Geographie
Cor	Herz
Cerebrum	Gehirn
Cutis	Haut
Color	Farbe
Breaking Bad	Breaking Bad
Salernum	Salerno
Nomen substantivum	Substantiv
Praga	Prag
Ruthenium	Ruthenium
Rhodium	Rhodium
Caeruleus	Blau
Palladium	Palladium
Argentum	Silber
Cadmium	Cadmium
Star Trek	Star Trek
Limburgum (provincia Nederlandica)	Provinz Limburg (Niederlande)
Indium	Indium
Limburgum (provincia Belgica)	Provinz Limburg (Belgien)
Stannum	Zinn
Statio principalis Berolinensis	Berlin Hauptbahnhof
Uranium	Uran
Stibium	Antimon
Tellurium	Tellur
Plutonium	Plutonium
Iodum	Iod
Neptunium	Neptunium
Xenon	Xenon
Anime	Anime
Caesium	Caesium
Protactinium	Protactinium
Onus electricum	Elektrische Ladung
Barium (elementum)	Barium
Flandria Occidentalis	Provinz Westflandern
Flandria Orientalis	Provinz Ostflandern
Thorium	Thorium
Antverpia (provincia)	Provinz Antwerpen
Brabantia Flandrensis	Provinz Flämisch-Brabant
Hafnium	Hafnium
Actinium	Actinium
Tantalum	Tantal
Gulielmus Clinton	Bill Clinton
Namurcum (provincia)	Provinz Namur
Luxemburgum (provincia Belgica)	Provinz Luxemburg
Radium	Radium
Hannonia	Provinz Hennegau
Radon	Radon
Lotharingia	Lothringen
Hamburg-Barmbek-Nord	Hamburg-Barmbek-Nord
Hamburg-Barmbek-Süd	Hamburg-Barmbek-Süd
Hamburg-Dulsberg	Hamburg-Dulsberg
Alsatia	Elsass
Hamburg-Uhlenhorst	Hamburg-Uhlenhorst
Ioannes Philippus Rameau	Jean-Philippe Rameau
Hamburg-Hohenfelde	Hamburg-Hohenfelde
Hamburg-Winterhude	Hamburg-Winterhude
Indira Gandhi	Indira Gandhi
Mercurius (deus)	Mercurius
Hector Berlioz	Hector Berlioz
Arvernia	Auvergne
Hamburg-Eppendorf	Hamburg-Eppendorf
Bustum Arsitium	Busto Arsizio
Mumbai	Mumbai
Hamburg-Ohlsdorf	Hamburg-Ohlsdorf
Andhra Pradesa	Andhra Pradesh
Arunacala Pradesa	Arunachal Pradesh
Hamburg-Fuhlsbüttel	Hamburg-Fuhlsbüttel
Asama	Assam
Bihara	Bihar
Michigania	Michigan
Hamburg-Alsterdorf	Hamburg-Alsterdorf
Chattisagarha	Chhattisgarh
Lacus Michiganus	Michigansee
Goa	Goa
Hamburg-Groß Borstel	Hamburg-Groß Borstel
Burgundia (regio Franciae)	Burgund
Hariyana	Haryana
Hamburg-Langenhorn	Hamburg-Langenhorn
Himacala Pradesa	Himachal Pradesh
Mauricius Ravel	Maurice Ravel
Aquitania (regio Franciae)	Aquitanien
Jammu et Casmiria	Jammu und Kashmir
Hamburg-Hoheluft	Hamburg-Hoheluft
Portus Dives	Puerto Rico
Jharakhanda	Jharkhand
Carnatica	Karnataka
Malabaria	Kerala
Madhya Pradesa	Madhya Pradesh
Usain Bolt	Usain Bolt
Lemovicensis (regio Franciae)	Limousin
Maharastra	Maharashtra
Ioannes Baptista Lully	Jean-Baptiste Lully
Manipura	Manipur
Slesvicum-Holsatia	Schleswig-Holstein
Meghalaya	Meghalaya
Megapolis-Pomerania Citerior	Mecklenburg-Vorpommern
Saxonia Inferior	Niedersachsen
Rhenania Septentrionalis-Vestfalia	Nordrhein-Westfalen
Hassia	Hessen
Rhenania-Palatinatus	Rheinland-Pfalz
Saravia	Saarland
Saxonia	Sachsen
Ioannes Lennon	John Lennon
Illinoesia	Illinois
Thuringia	Thüringen
Saxonia-Anhaltium	Sachsen-Anhalt
Dacota Septentrionalis	North Dakota
Brandenburgum	Brandenburg
Urbs Hanseatica Brema	Freie Hansestadt Bremen
Langobardia	Lombardei
Dacota Meridiana	South Dakota
Montana	Montana
Vyomina	Wyoming
Pedemontium	Piemont
Hierosolyma	Jerusalem
Georgius Napolitano	Giorgio Napolitano
Idahum	Idaho
Vallis Augustana	Aostatal
Vasingtonia	Washington (Staat)
Carolus Azelius Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rutherfordium	Rutherfordium
Nivata	Nevada
Anscharius Aloisius Scalfaro	Oscar Luigi Scalfaro
Tanais	Don (Asowsches Meer)
Franciscus Cossiga	Francesco Cossiga
Dubnium	Dubnium
Alexander Pertini	Sandro Pertini
Seaborgium	Seaborgium
Ioannes Leone	Giovanni Leone
Tridentinum-Athesia Superior/Tirolis Meridionalis	Trentino-Südtirol
Iosephus Saragat	Giuseppe Saragat
Oceanus Indicus	Indischer Ozean
Antonius Segni	Antonio Segni
