非洲	Afrika
心智	Geist
和平 (關係)	Frieden
不列顛百科全書	Encyclopædia Britannica
里昂	Lyon
歐洲聯盟	Europäische Union
萬維網	World Wide Web
女人	Frau
索菲亞	Sofia
唐吉訶德	Don Quijote
詩	Poesie
MegaUpload	Megaupload
切爾諾貝爾核災	Nuklearkatastrophe von Tschernobyl
米蘭	Mailand
友情	Freundschaft
拖連奴	Turin
屎	Kot
屎窟竉	Anus
胳肋底	Achsel
檸檬	Zitrone
波德萊爾	Charles Baudelaire
666年	666
花	Blüte
Googol	Googol
Googolplex	Googolplex
馬里亞納海溝	Marianengraben
珠穆朗瑪峰	Mount Everest
解剖學	Anatomie
城市	Stadt
拿破崙	Napoleon Bonaparte
Shit	Scheiße
奧林匹斯山 (火星)	Olympus Mons
恆星	Stern
太陽	Sonne
天	Himmel (planetär)
巴士德	Louis Pasteur
光年	Lichtjahr
村	Dorf
雨果	Victor Hugo
大洋洲	Ozeanien
田徑	Leichtathletik
太陽系	Sonnensystem
波羅的海	Ostsee
香榭麗舍大道	Avenue des Champs-Élysées
牙	Zahn
氫	Wasserstoff
氦	Helium
地獄	Hölle
維基同享	Wikimedia Commons
默克爾	Angela Merkel
鋰	Lithium
鈹	Beryllium
音響喇叭	Lautsprecher
書	Buch
日 (曆法)	Tag
東帝汶	Osttimor
夜晚	Nacht
年	Jahr
世紀	Jahrhundert
白朗峰	Mont Blanc
萊茵河	Rhein
奧斯陸	Oslo
波恩	Bonn
卡托維治	Katowice
黑洞	Schwarzes Loch
賈梅士	Luís de Camões
基佬	Gay
穀神星	(1) Ceres
里斯本	Lissabon
妊神星	(136108) Haumea
鳥神星	(136472) Makemake
性交	Sex
鬩神星	(136199) Eris
杜拜	Dubai (Emirat)
美斯	Lionel Messi
硼	Bor
哥白尼	Nikolaus Kopernikus
碳	Kohlenstoff
迪比亞路	Alessandro Del Piero
伏加河	Wolga
氮	Stickstoff
氧	Sauerstoff
國際米蘭	Inter Mailand
行星	Planet
埃及妖后	Kleopatra VII.
音樂	Musik
威尼斯	Venedig
火影忍者	Naruto (Manga)
波河	Po (Fluss)
沙姆沙伊赫	Scharm El-Scheich
莫斯科	Moskau
氟	Fluor
意大利話	Italienische Sprache
芝娃娃	Chihuahua (Hunderasse)
氖	Neon
芝華華州	Chihuahua (Bundesstaat)
聖彼得堡	Sankt Petersburg
乍得	Tschad
鈉	Natrium
北	Norden
鎂	Magnesium
新世紀福音戰士	Neon Genesis Evangelion
鋁	Aluminium
紐西蘭	Neuseeland
南	Süden
印度	Indien
矽	Silicium
鈁	Francium
圖瓦盧	Tuvalu
磷	Phosphor
散文	Prosa
鐵	Eisen
湯加	Tonga
西	Westen
硫	Schwefel
薩摩亞	Samoa
東	Osten
所羅門群島	Salomonen
瓦努阿圖	Vanuatu
莫里哀	Molière
氯	Chlor
巴布亞新畿內亞	Papua-Neuguinea
莎士比亞	William Shakespeare
帛琉	Palau
氬	Argon
瑙魯	Nauru
Mozilla Firefox	Mozilla Firefox
密克羅尼西亞聯邦	Föderierte Staaten von Mikronesien
鉀	Kalium
鈣	Calcium
鉛	Blei
馬紹爾群島	Marshallinseln
基里巴斯	Kiribati
蒙古國	Mongolei
斐濟	Fidschi
鈧	Scandium
鈦	Titan (Element)
委內瑞拉	Venezuela
國際象棋	Schach
鐵木真	Dschingis Khan
釩	Vanadium
緬因州	Maine
鉻	Chrom
馬	Hauspferd
阿姆斯特丹	Amsterdam
武器	Waffe
動物	Tier
蘇里南	Suriname
錳	Mangan
巴拉圭	Paraguay
圭亞那	Guyana
藝術	Kunst
厄瓜多爾	Ecuador
錸	Rhenium
哥倫比亞	Kolumbien
鈷	Cobalt
鎢	Wolfram
鎳	Nickel
士多啤梨	Erdbeeren
佛教	Buddhismus
玻利維亞	Bolivien
鋨	Osmium
銅	Kupfer
千里達	Trinidad und Tobago
植物	Pflanzen
聖文森特和格林納丁斯	St. Vincent und die Grenadinen
鋅	Zink
紐咸西州	New Hampshire
聖盧西亞	St. Lucia
達文西	Leonardo da Vinci
聖傑氏尼維斯	St. Kitts und Nevis
真菌	Pilze
牙買加	Jamaika
格林納達	Grenada
麻省	Massachusetts
危地馬拉	Guatemala
Google Chrome	Google Chrome
巴哈馬	Bahamas
康湼狄格州	Connecticut
雞	Haushuhn
安提瓜巴布達	Antigua und Barbuda
夏威夷州	Hawaii
洪都拉斯	Honduras
多米尼克	Dominica
澤西島	Jersey
多明尼加	Dominikanische Republik
豬	Hausschwein
北冰洋	Arktischer Ozean
海地	Haiti
他羽馬他華加坦基很加哥歐歐奧他馬鐵督䈅卜加加皮基馬源加河鍋鹿古波街喴嚕亞其他那他烕	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu
薩爾瓦多	El Salvador
伊朗	Iran
蠢	Dummheit
伊拉克	Irak
阿拉斯加州	Alaska
哥斯達黎加	Costa Rica
以色列	Israel
巴拿馬	Panama
也門	Jemen
病毒	Viren
波蘭文	Polnische Sprache
約旦	Jordanien
尼加拉瓜	Nicaragua
佛羅里達州	Florida
吉爾吉斯	Kirgisistan
亞利桑拿州	Arizona
科威特	Kuwait
老撾	Laos
黎巴嫩	Libanon
柯利近省	Oregon
馬爾代夫	Malediven
美洲	Amerika
猶他州	Utah
牛	Hausrind
馬來西亞	Malaysia
緬甸	Myanmar
尼泊爾	Nepal
阿曼	Oman
巴基斯坦	Pakistan
占士邦	James Bond
卡塔爾	Katar
網球	Tennis
沙地阿拉伯	Saudi-Arabien
斯里蘭卡	Sri Lanka
史太林	Josef Stalin
敘利亞	Syrien
柏拉圖	Platon
鎵	Gallium
塔吉克	Tadschikistan
寵物小精靈	Pokémon
中華民國	Republik China (Taiwan)
YouTube	YouTube
鍺	Germanium
阿里士多德	Aristoteles
泰國	Thailand
火車	Zug (Eisenbahn)
砷	Arsen
無線電	Hörfunk
梅麗史翠普	Meryl Streep
土庫曼	Turkmenistan
硒	Selen
銥	Iridium
阿拉伯聯合酋長國	Vereinigte Arabische Emirate
溴	Brom
白金	Platin
越南	Vietnam
差利	Charlie Chaplin
大韓民國	Südkorea
阿森一族	Die Simpsons
氪	Krypton
阿富汗	Afghanistan
江南Style	Gangnam Style
J. R. R. Tolkien	J. R. R. Tolkien
檸檬水	Limonade
銣	Rubidium
金	Gold
蘇彝士運河	Sueskanal
科學家	Wissenschaftler
孟加拉國	Bangladesch
卡夫卡	Franz Kafka
博爾赫斯	Jorge Luis Borges
馬里	Mali
蘇格拉底	Sokrates
安哥拉	Angola
不丹	Bhutan
Twitter	Twitter
汶萊	Brunei
坦桑尼亞	Tansania
水銀	Quecksilber
阿蒙森	Roald Amundsen
菲律賓	Philippinen
中非共和國	Zentralafrikanische Republik
鉈	Thallium
南極	Südpol
北極	Nordpol
牛頓	Isaac Newton
愛因斯坦	Albert Einstein
鍶	Strontium
釔	Yttrium
鉍	Bismut
黃	Gelb
量子力學	Quantenmechanik
多哥	Togo
突尼西亞	Tunesien
贊比亞	Sambia
津巴布韋	Simbabwe
北京	Peking
南蘇丹	Südsudan
海參崴	Wladiwostok
貝寧	Benin
波茨華拿	Botswana
維基新聞	Wikinews
布基納法索	Burkina Faso
布隆迪	Burundi
科摩羅	Komoren
剛果	Republik Kongo
剛果民主共和國	Demokratische Republik Kongo
聖安東尼奧	San Antonio
吉布提	Dschibuti
釙	Polonium
拜仁	Bayern
赤道畿內亞	Äquatorialguinea
巴登－烏騰堡	Baden-Württemberg
厄立特里亞	Eritrea
新德里	Neu-Delhi
若望保祿二世	Johannes Paul II.
杜斯托也夫斯基	Fjodor Michailowitsch Dostojewski
第比利斯	Tiflis
孲𤘅子	Säugling
砹	Astat
加蓬	Gabun
甘地	Mohandas Karamchand Gandhi
漫畫	Comic
甘比亞	Gambia
畿內亞	Guinea
畿內亞比紹	Guinea-Bissau
象牙海岸	Elfenbeinküste
喀麥隆	Kamerun
維德角	Kap Verde
萊索托	Lesotho
利比利亞	Liberia
利比亞	Libyen
阿臣	Aachen
馬達加斯加	Madagaskar
馬拉維	Malawi
史特加	Stuttgart
毛里塔尼亞	Mauretanien
毛厘士	Mauritius
摩洛哥	Marokko
莫三鼻給	Mosambik
納米比亞	Namibia
尼日爾	Niger
尼日利亞	Nigeria
達爾文	Charles Darwin
烏干達	Uganda
盧旺達	Ruanda
鋯	Zirconium
聖多美普林西比	São Tomé und Príncipe
卡斯魯亞	Karlsruhe
塞內加爾	Senegal
塞舌爾	Seychellen
林奈	Carl von Linné
塞拉利昂	Sierra Leone
索馬里	Somalia
鈮	Niob
尼赫魯	Jawaharlal Nehru
凱撒	Gaius Iulius Caesar
蘇丹	Sudan
斯威士蘭	Swasiland
虹	Regenbogen
鉬	Molybdän
鎝	Technetium
漢堡	Hamburg
新陳代謝	Stoffwechsel
莫迪	Narendra Modi
免疫系統	Immunsystem
天演	Evolution
聯合國	Vereinte Nationen
但丁	Dante Alighieri
地質	Geologie
地理	Geographie
心	Herz
腦	Gehirn
皮	Haut
色	Farbe
名詞	Substantiv
布拉格	Prag
釕	Ruthenium
銠	Rhodium
藍	Blau
鈀	Palladium
銀	Silber
鎘	Cadmium
星空奇遇記	Star Trek
銦	Indium
錫	Zinn
鈾	Uran
銻	Antimon
碲	Tellur
鈈	Plutonium
碘	Iod
錼	Neptunium
氙	Xenon
日本動畫	Anime
銫	Caesium
鏷	Protactinium
電荷	Elektrische Ladung
鋇	Barium
釷	Thorium
鉿	Hafnium
錒	Actinium
鉭	Tantal
克林頓	Bill Clinton
鐳	Radium
氡	Radon
阿爾薩斯大區	Elsass
Ubn	Unbinilium
孟買	Mumbai
林堡	Limburg
阿魯納恰爾	Arunachal Pradesh
密芝根州	Michigan
布爾岡	Burgund
波多黎各	Puerto Rico
呂利	Jean-Baptiste Lully
舒勒斯維－荷斯泰因	Schleswig-Holstein
美倫堡－前波瑪恩	Mecklenburg-Vorpommern
下薩克遜	Niedersachsen
北萊茵－西法倫	Nordrhein-Westfalen
希燊	Hessen
萊茵－普法茨	Rheinland-Pfalz
沙亞	Saarland
薩克遜	Sachsen
約翰連儂	John Lennon
伊利諾州	Illinois
脫靈根	Thüringen
薩克遜－雁候	Sachsen-Anhalt
北得高打省	North Dakota
勃蘭登堡	Brandenburg
不來梅漢莎自由市	Freie Hansestadt Bremen
倫巴第大區	Lombardei
南達科他州	South Dakota
望丹拿省	Montana
懷俄明州	Wyoming
直刃族	Straight Edge
耶路撒冷	Jerusalem
愛達荷州	Idaho
歐斯達山谷大區	Aostatal
華盛頓州	Washington (Staat)
鑪	Rutherfordium
內華達州	Nevada
𨧀	Dubnium
𨭎	Seaborgium
印度洋	Indischer Ozean
科索沃	Kosovo
加勒比海	Karibisches Meer
𨨏	Bohrium
𨭆	Hassium
潘基文	Ban Ki-moon
安南	Kofi Annan
䥑	Meitnerium
哥羅拉度州	Colorado
鐽	Darmstadtium
蕭邦	Frédéric Chopin
果占	Konfitüre
錀	Roentgenium
托斯卡納大區	Toskana
鎶	Copernicium
Category:類	Kategorie:!Hauptkategorie
拉素	Latium
阿爾卑斯山	Alpen
布萊士帕斯卡	Blaise Pascal
跳棋	Dame (Spiel)
披頭四	The Beatles
Uut	Ununtrium
鈇	Flerovium
Uup	Ununpentium
鉝	Livermorium
Uus	Ununseptium
Uuo	Ununoctium
冬天	Winter
春天	Frühling
夏天	Sommer
秋天	Herbst
薩達姆侯賽因	Saddam Hussein
賓拉登	Osama bin Laden
西班牙文	Spanische Sprache
蒙特維多	Montevideo
巴哈	Johann Sebastian Bach
韋華第	Antonio Vivaldi
歌劇	Oper
費城	Philadelphia
架利吉打	Kalkutta
德里	Delhi
達卡	Dhaka
蠄蟧	Webspinnen
蜘蛛綱	Spinnentiere
節肢動物	Gliederfüßer
伊斯蘭堡	Islamabad
果	Frucht
錢	Geld
維珍尼亞州	Virginia
西維珍尼亞州	West Virginia
番椒	Spanischer Pfeffer
紐約州	New York (Bundesstaat)
鈰	Cer
鐠	Praseodym
羅德島州	Rhode Island
釹	Neodym
昆蟲	Insekten
馬利蘭州	Maryland
特拉華州	Delaware
列寧	Wladimir Iljitsch Lenin
銪	Europium
俄亥俄州	Ohio
維吉爾	Vergil
馬基雅維利	Niccolò Machiavelli
賓夕凡尼亞州	Pennsylvania
於特森	Uetersen
奧古斯都	Augustus
Microsoft Windows	Microsoft Windows
紐澤西州	New Jersey
直布羅陀	Gibraltar
芬蘭話	Finnische Sprache
印第安納州	Indiana
諾基亞公司	Nokia
汽車	Automobil
祖雲達斯	Juventus Turin
圖拉真	Trajan
費達拿	Roger Federer
佐治亞州	Georgia
薩格勒布	Zagreb
德薩斯州	Texas
熱那亞	Genua
北卡羅萊納州	North Carolina
草地曲棍球	Hockey
南卡羅萊納州	South Carolina
西西里	Autonome Region Sizilien
馬尼拉	Manila
薩丁島	Sardinien
馬可斯	Ferdinand Marcos
阿基諾三世	Benigno Aquino III.
Ubu	Unbiunium
宿霧	Cebu City
塞納河	Seine
布宜諾斯艾利斯	Buenos Aires
墨西哥城	Mexiko-Stadt
東京都	Präfektur Tokio
拉巴斯	La Paz
巴薩隆拿	Barcelona
菠蘿	Ananas
密西西比州	Mississippi (Staat)
麥哲倫	Ferdinand Magellan
密西西比河	Mississippi River
泳池	Schwimmbecken
錫金	Sikkim
田納西州	Tennessee
華格納	Richard Wagner
阿必尚	Abidjan
阿布扎比	Abu Dhabi
阿斯塔納	Astana
新墨西哥州	New Mexico
雅典	Athen
迴旋處	Kreisverkehr
明尼蘇達州	Minnesota
巴格達	Bagdad
卡拉卡斯	Caracas
世界協調時間	Koordinierte Weltzeit
威斯康辛州	Wisconsin
AC米蘭	AC Mailand
仙荻廬泊	Cyndi Lauper
埃奧華省	Iowa
內布拉斯加州	Nebraska
干沙省	Kansas
夏灣拿	Havanna
煙草	Tabak
印地話	Hindi
馬拉地文	Marathi
Internet Explorer	Internet Explorer
煙仔	Zigarette
美疏利省	Missouri
路易斯安那州	Louisiana
肯塔基州	Kentucky
阿肯色州	Arkansas
尼爾岩士唐	Neil Armstrong
烏爾都文	Urdu
伊蒂琵雅芙	Édith Piaf
Françoise Sagan	Françoise Sagan
奧克拉何馬州	Oklahoma
多瑙河	Donau
韻文	Vers
北海	Nordsee
莫斯科州	Oblast Moskau
基爾	Kiel
舒維蓮	Schwerin
波茨坦	Potsdam
漢諾威	Hannover
杜塞爾多夫	Düsseldorf
緬恩斯	Mainz
威斯巴登	Wiesbaden
沙卜勤	Saarbrücken
慕尼黑	München
艾雅福	Erfurt
德累斯頓	Dresden
麥德堡	Magdeburg
排球	Volleyball
維也納	Wien
麥當娜	Madonna (Künstlerin)
哥本哈根	Kopenhagen
斯德哥爾摩	Stockholm
赫爾辛基	Helsinki
都柏林	Dublin
雷克雅未克	Reykjavík
塔林	Tallinn
里加	Riga
路易斯岩士唐	Louis Armstrong
布拉迪斯拉發	Bratislava
布達佩斯	Budapest
格但斯克	Danzig
法蘭克福	Frankfurt am Main
鑭	Lanthan
鉕	Promethium
天文單位	Astronomische Einheit
釤	Samarium
紅酒	Rotwein
釓	Gadolinium
死亡筆記	Death Note
施丹	Zinédine Zidane
鋱	Terbium
天主敎	Katholizismus
盧森堡城	Luxemburg (Stadt)
鏑	Dysprosium
華杜茲	Vaduz
聖經	Bibel
鈥	Holmium
聖馬連奴城	Stadt San Marino
鉺	Erbium
金邊	Phnom Penh
銩	Thulium
胡志明市	Ho-Chi-Minh-Stadt
鐿	Ytterbium
鑥	Lutetium
河內	Hanoi
真耶穌教會	Wahre Jesus-Kirche
英文	Englische Sprache
曼谷	Bangkok
安道爾城	Andorra la Vella
吉隆坡	Kuala Lumpur
臺北市	Taipeh
鋂	Americium
鋦	Curium
同海市	Đồng Hới
Concepción	Concepción (Chile)
鉳	Berkelium
鉲	Californium
外交	Diplomatie
博洛尼亞	Bologna
鑀	Einsteinium
鐨	Fermium
卡利亞里	Cagliari
鍆	Mendelevium
基輔	Kiew
鍩	Nobelium
卡坦尼亞	Catania
安大略省	Ontario
鐒	Lawrencium
基奧特	Olivier Giroud
列貝利	Franck Ribéry
拿斯利	Samir Nasri
基捷基治	Gaël Clichy
渥太華	Ottawa
艾比度	Éric Abidal
加拿斯	William Gallas
沙格拿	Bacary Sagna
安歷卡	Nicolas Anelka
木星嘅衞星	Liste der Jupitermonde
緬尼吐巴	Manitoba
亞伯達	Alberta
諾華斯高沙	Nova Scotia
埃里溫	Jerewan
官士哥窩拿	Końskowola
喀土穆	Khartum
紐賓士域省	New Brunswick
土星嘅衞星	Liste der Saturnmonde
卑詩省	British Columbia
愛德華王子島	Prince Edward Island
2000年	2000
2003年	2003
2002年	2002
2001年	2001
沙士加芝灣	Saskatchewan
2012年	2012
岸本齊史	Masashi Kishimoto
2011年	2011
2010年	2010
2009年	2009
二氧化碳	Kohlenstoffdioxid
2013年	2013
2014年	2014
2015年	2015
紐芬蘭與拉布拉多	Neufundland und Labrador
2008年	2008
JavaScript	JavaScript
西北地區	Nordwest-Territorien
育空地區	Yukon (Territorium)
2004年	2004
2005年	2005
龍珠	Dragon Ball
2006年	2006
努那活	Nunavut
2007年	2007
一氧化碳	Kohlenstoffmonoxid
1900年	1900
1901年	1901
密特朗	François Mitterrand
戴高樂	Charles de Gaulle
1902年	1902
翡冷翠	Florenz
1903年	1903
1904年	1904
1905年	1905
1907年	1907
1906年	1906
HTML5	HTML5
1908年	1908
1909年	1909
1992年	1992
1991年	1991
1990年	1990
1993年	1993
1994年	1994
1995年	1995
1996年	1996
1910年	1910
1911年	1911
1912年	1912
萊比錫	Leipzig
1913年	1913
1914年	1914
1915年	1915
1916年	1916
1997年	1997
1998年	1998
1999年	1999
1917年	1917
1918年	1918
嘢食	Lebensmittel
蛇	Schlangen
希拉克	Jacques Chirac
光速	Lichtgeschwindigkeit
口交	Oralverkehr
Favicon	Favicon
海王星嘅衞星	Liste der Neptunmonde
魁北克市	Québec (Stadt)
UTC-12	UTC−12
1月1號	1. Januar
1月2號	2. Januar
天王星嘅衞星	Liste der Uranusmonde
UTC-11	UTC−11
1920年	1920
1月3號	3. Januar
1919年	1919
1921年	1921
UTC-10	UTC−10
1922年	1922
1月4號	4. Januar
1923年	1923
UTC-9:30	UTC−9:30
蘭斯岩士唐	Lance Armstrong
1924年	1924
小行星帶	Asteroidengürtel
UTC-9	UTC−9
龐比度	Georges Pompidou
WMA	Windows Media Audio
矮行星	Zwergplanet
1月5號	5. Januar
UTC-8	UTC−8
馬模	Malmö
UTC-7	UTC−7
1月6號	6. Januar
電子	Elektron
1月7號	7. Januar
1月8號	8. Januar
1月9號	9. Januar
1月10號	10. Januar
1月11號	11. Januar
1月12號	12. Januar
艾德靈	Buzz Aldrin
1月13號	13. Januar
伯明翰	Birmingham
1月14號	14. Januar
1月15號	15. Januar
1月16號	16. Januar
湯漢斯	Tom Hanks
1月17號	17. Januar
1月18號	18. Januar
1月19號	19. Januar
1月20號	20. Januar
工業革命	Industrielle Revolution
苯	Benzol
1月21號	21. Januar
1月22號	22. Januar
1月23號	23. Januar
羅馬帝國	Römische Kaiserzeit
1月24號	24. Januar
1月25號	25. Januar
明斯克	Minsk
1月26號	26. Januar
微軟	Microsoft
1月27號	27. Januar
1月28號	28. Januar
1月29號	29. Januar
1月30號	30. Januar
1月31號	31. Januar
質子	Proton
12月2號	2. Dezember
12月1號	1. Dezember
12月3號	3. Dezember
12月7號	7. Dezember
12月5號	5. Dezember
12月8號	8. Dezember
12月10號	10. Dezember
12月6號	6. Dezember
12月9號	9. Dezember
12月4號	4. Dezember
2月1號	1. Februar
2月2號	2. Februar
氯化鈉	Natriumchlorid
2月3號	3. Februar
庫魯夫市	Kurów
2月4號	4. Februar
2月5號	5. Februar
2月6號	6. Februar
2月7號	7. Februar
2月8號	8. Februar
2月9號	9. Februar
2月10號	10. Februar
化學	Chemie
齊柏林飛船	Led Zeppelin
2月14號	14. Februar
2月13號	13. Februar
2月15號	15. Februar
2月11號	11. Februar
2月12號	12. Februar
雲佩斯	Robin van Persie
2月19號	19. Februar
2月17號	17. Februar
2月16號	16. Februar
2月18號	18. Februar
2月20號	20. Februar
分析化學	Analytische Chemie
中子	Neutron
2月21號	21. Februar
2月22號	22. Februar
2月23號	23. Februar
2月24號	24. Februar
2月25號	25. Februar
2月26號	26. Februar
27年	27
2月27號	27. Februar
2月28號	28. Februar
12月11號	11. Dezember
2月29號	29. Februar
12月12號	12. Dezember
微軟Visual Basic	Visual Basic Classic
12月13號	13. Dezember
12月14號	14. Dezember
12月15號	15. Dezember
3月2號	2. März
3月3號	3. März
3月5號	5. März
3月1號	1. März
3月7號	7. März
3月8號	8. März
3月4號	4. März
3月10號	10. März
3月11號	11. März
3月6號	6. März
3月13號	13. März
3月9號	9. März
3月12號	12. März
3月15號	15. März
3月14號	14. März
C++	C++
